File,04981398-5fc4-4bc2-9607-5f5814057449(%Of-File),04981398-5fc4-4bc2-9607-5f5814057449(%Of-Feature),04981398-5fc4-4bc2-9607-5f5814057449(#Propagations),099367a9-2b00-4cc9-b997-433c26f05e42(%Of-File),099367a9-2b00-4cc9-b997-433c26f05e42(%Of-Feature),099367a9-2b00-4cc9-b997-433c26f05e42(#Propagations),0f9bd53f-8c35-44bf-b0b4-a2302dce7f41(%Of-File),0f9bd53f-8c35-44bf-b0b4-a2302dce7f41(%Of-Feature),0f9bd53f-8c35-44bf-b0b4-a2302dce7f41(#Propagations),49fa108c-b2de-4edd-8b30-2f7bae9c050c(%Of-File),49fa108c-b2de-4edd-8b30-2f7bae9c050c(%Of-Feature),49fa108c-b2de-4edd-8b30-2f7bae9c050c(#Propagations),4bfac49a-d0b9-4f75-8f4b-19885107c16b(%Of-File),4bfac49a-d0b9-4f75-8f4b-19885107c16b(%Of-Feature),4bfac49a-d0b9-4f75-8f4b-19885107c16b(#Propagations),4ca6a3fe-0a45-4258-b962-5653c1141dc9(%Of-File),4ca6a3fe-0a45-4258-b962-5653c1141dc9(%Of-Feature),4ca6a3fe-0a45-4258-b962-5653c1141dc9(#Propagations),93adbd37-821b-4425-a2f8-f558afee9a4a(%Of-File),93adbd37-821b-4425-a2f8-f558afee9a4a(%Of-Feature),93adbd37-821b-4425-a2f8-f558afee9a4a(#Propagations),bde2b9d9-1dce-47e2-9369-4a9d2526b90d(%Of-File),bde2b9d9-1dce-47e2-9369-4a9d2526b90d(%Of-Feature),bde2b9d9-1dce-47e2-9369-4a9d2526b90d(#Propagations),d17d4b69-b323-4253-bfe3-0a25635de297(%Of-File),d17d4b69-b323-4253-bfe3-0a25635de297(%Of-Feature),d17d4b69-b323-4253-bfe3-0a25635de297(#Propagations),eb1a2c6d-6446-42e6-90ac-3df61956a061(%Of-File),eb1a2c6d-6446-42e6-90ac-3df61956a061(%Of-Feature),eb1a2c6d-6446-42e6-90ac-3df61956a061(#Propagations),fda7babd-c5da-45bf-ae50-aa0fe05b72f5(%Of-File),fda7babd-c5da-45bf-ae50-aa0fe05b72f5(%Of-Feature),fda7babd-c5da-45bf-ae50-aa0fe05b72f5(#Propagations)
front/src/app/components/signup/signup.component.html,0,0,0,0,0,0,10.328125,100,1,0,0,0,63.9375,100,3,0,0,0,0,0,0,0,0,0,0,0,0,7.09375,100,5,0,0,0
