File,VenteEncheres(%Of-File),VenteEncheres(%Of-Feature),VenteEncheres(#Propagations),Recherche(%Of-File),Recherche(%Of-Feature),Recherche(#Propagations),PaiementParCarte(%Of-File),PaiementParCarte(%Of-Feature),PaiementParCarte(#Propagations),PaiementParCompte(%Of-File),PaiementParCompte(%Of-Feature),PaiementParCompte(#Propagations),CreationVendeur(%Of-File),CreationVendeur(%Of-Feature),CreationVendeur(#Propagations),MoyenPaiement(%Of-File),MoyenPaiement(%Of-Feature),MoyenPaiement(#Propagations),VenteDirecte(%Of-File),VenteDirecte(%Of-Feature),VenteDirecte(#Propagations),RechercheParCategorie(%Of-File),RechercheParCategorie(%Of-Feature),RechercheParCategorie(#Propagations),TypeVente(%Of-File),TypeVente(%Of-Feature),TypeVente(#Propagations),PaiementCarteEtCompte(%Of-File),PaiementCarteEtCompte(%Of-Feature),PaiementCarteEtCompte(#Propagations),RechercheParKeyword(%Of-File),RechercheParKeyword(%Of-Feature),RechercheParKeyword(#Propagations)
front/src/app/components/signup/signup.component.html,0,0,0,0,0,0,10.328125,100,1,0,0,0,63.9375,100,3,0,0,0,0,0,0,0,0,0,0,0,0,7.09375,100,5,0,0,0
